request_id,conversation_id,send_time,ttft_time,total_time,tokens_in,tokens_out,ttft,tpot
4a4c6611-efe2-42ca-a916-d90190e42cb5,01d20233-ba05-4142-a870-402681c0fb91,288408.996978628,288409.53965226095,288411.479271465,5176,178,0.5426736329682171,1.9396192040294409
162c2b19-f9a9-4449-a299-9231f10242ed,b87d1b47-75a0-4129-8580-a96e0868928f,288405.992251808,288409.568859628,288411.881993789,5528,200,3.576607819995843,2.313134160998743
25de34e3-a246-4206-b2ed-4e3d03c9094e,a5fcfe4e-eb51-4ac0-b8bc-d87496e3d9cb,288408.996858601,288409.569713269,288411.882035491,1428,200,0.5728546680184081,2.312322221987415
d38c4d3d-b255-40ef-a619-3ec744a44db0,7566167e-bf47-4f1f-b7d0-e3cef448181a,288408.996919741,288409.56275442895,288411.86221383594,2344,200,0.5658346879645251,2.2994594069896266
8255df84-4896-4605-88bb-13d147df6cb6,e89d00a2-aef6-4faf-a8f6-58052acdc0b2,288408.996959105,288409.552731812,288411.85521425,3458,200,0.5557727069826797,2.3024824379826896
d436299d-1b05-4890-b9e4-248ec7b683ef,9751aa65-dcbb-464d-885d-1feaba1a4819,288409.574380899,288409.800987739,288412.038605953,3777,200,0.22660683997673914,2.2376182139851153
bcba0b72-dd06-4f72-98e0-5185580d33bf,5fcd7bbd-da7e-4afa-95ef-18c316df5c14,288409.310422767,288411.178983794,288412.041983523,6292,41,1.8685610269894823,0.862999728997238
a51875d0-1230-43da-b985-73ce73484fb4,e2bb5c6d-8f13-4395-8e28-67275d11e72f,288410.255964854,288411.177167718,288412.201267473,3528,51,0.9212028640322387,1.0240997549844906
b197a4e6-977a-4347-b337-cec0a9c3543c,69adc9c9-2273-43eb-a23c-a4efe562816a,288410.004137487,288410.31667586794,288412.381145313,660,200,0.3125383809674531,2.0644694450311363
ae4d36b4-89be-45ac-bb40-eb85d7ea92b6,dcff9a1f-a60c-4377-8789-154950a7f139,288409.757330465,288410.405879708,288412.46524405305,6195,200,0.6485492429928854,2.0593643450411037
74a6e000-6238-45f3-a94a-a5884c07c1bc,9c107b6c-4101-42aa-9de6-3ff87c671de9,288410.518646888,288411.1386025121,288413.15228147205,6458,200,0.6199556240462698,2.0136789599782787
9d0a4a5b-5d04-4997-8822-13c329dd0726,90d228aa-55a6-47fd-8f46-cd871d180b10,288410.7883876,288411.395814396,288413.283638549,6355,200,0.607426795992069,1.8878241530037485
35377444-65e1-4e5e-b099-16d007d3cb16,a1329327-31f8-4e0e-8c96-d4c38c61242d,288408.996929919,288409.55268638,288413.39875241905,1706,163,0.5557564609916881,3.846066039055586
cdd13e40-ac17-4fe8-8fb2-09d3d972db04,e5137238-7fd2-495a-878a-41bbed79caeb,288412.2539845,288412.506446939,288414.304664465,3343,200,0.2524624390061945,1.7982175259967335
9b988c24-74a2-469f-b723-572b1f4ad9d2,db7e9f5d-8a61-4add-b03f-97cfb3b8ea31,288408.99689156,288409.548212947,288414.303767795,2053,200,0.5513213869999163,4.7555548480013385
708da6dd-54d5-4c1f-a661-6b58c08180fe,2c6c787f-ce0d-46f8-8c82-65f2ac219c19,288414.004740261,288414.352338465,288414.59694933903,6270,31,0.3475982039817609,0.24461087404051796
f4dabaa7-4365-4afa-b590-c94abaf00589,8e020282-5ecc-434f-b573-91c202e1468e,288412.743572668,288413.02016537404,288414.855635944,5537,200,0.27659270603908226,1.8354705699603073
ee8414f8-a574-498b-910b-e7e6a0e18ed5,5363cb6c-edd6-43d7-9a0e-58df46053aa0,288408.996905529,288410.12335176003,288416.023308611,6179,200,1.1264462310355157,5.899956850975286
416dc842-deed-4567-b6fc-88bd72a63111,5dd975b0-30ab-46b6-96e0-39b315e33c7d,288414.266451126,288414.35497431905,288416.30588750506,5788,200,0.08852319302968681,1.950913186010439
d74fcff8-a4e7-4c4e-90e8-d3c04a9f6310,2578c165-88d2-4fcf-8239-ee23a11cde02,288408.996947374,288410.71454526,288416.320645604,6458,200,1.7175978859886527,5.606100343982689
7de33b5f-c5ef-45cb-ae1f-035010edcd6a,6ccb629d-90a9-4625-b6a2-eeeb27f2e288,288408.996966925,288410.781674786,288416.36377985997,1214,200,1.784707861021161,5.582105073961429
8a2d439e-a471-4163-8b27-53f4d6101ece,eac78716-775d-4fad-95de-28cdcbfe901d,288415.771982711,288416.19591414294,288416.43530276394,4319,18,0.4239314319565892,0.239388621004764
224ce18f-e6a7-42b7-889c-fe087eefec36,586ddd63-a522-48ce-ae0d-777af55d3cac,288408.996939177,288411.450752344,288416.791235698,6349,200,2.453813166997861,5.340483353997115
8a6520c0-eec1-4b37-931d-133e7ea75855,12aae71a-3e0d-4bf5-90fb-76d1a7c353ae,288414.52219782,288414.85964225803,288416.848728549,5722,200,0.33744443801697344,1.989086290996056
99e1db04-f4f9-4d59-a378-7249d238d1b6,d0f54797-351a-4ec4-a3a2-dec8278c55cf,288408.996987882,288411.596611951,288416.88878006703,841,200,2.5996240690001287,5.292168116022367
110086ec-7a05-4f71-b4ff-9ef600166147,24f24f5a-9b09-4804-81d9-c57c2c65a4fb,288411.024465086,288411.998233287,288417.10088094504,1465,200,0.9737682010163553,5.102647658030037
c3b99aa6-06f5-429f-a841-78f2d228563c,d350830f-1917-4e57-b61a-d5974c15409d,288414.803132554,288415.24144062004,288417.200492768,6167,200,0.4383080660481937,1.959052147984039
e720fe3e-b583-430a-ba67-c40b6a07c4d2,d99bd3a4-aa98-4081-914d-d5fe46dea9f9,288415.2864133,288415.448959098,288417.396101261,1980,200,0.1625457979971543,1.9471421630005352
