request_id,conversation_id,send_time,ttft_time,total_time,tokens_in,tokens_out,ttft,tpot
cff9eb81-c90b-40e0-b773-89e612be144b,fdecd9b0-3283-4c84-8c49-35dd4996ffe9,521072.813089997,521072.962104,521075.680979417,51,350,0.14901400299277157,2.718875417020172
6c839aa0-0f99-4cc3-a448-7b3235bda8f1,535f80b8-79f5-42b6-b099-b94183b83455,521070.715273152,521072.980689533,521075.704152593,136,350,2.265416381007526,2.723463059985079
50a0fa47-7f5a-4570-90c6-279cd9a56c95,1442f0b1-a559-4f57-a40c-9f6245486cfe,521072.979437863,521073.073590923,521077.49276023096,193,350,0.0941530599957332,4.419169307977427
82d9112e-4823-4ae7-9492-2635ae9fe3c4,aa9e6da1-4b07-424f-be4f-eeba7215c956,521074.51344309,521074.737592859,521077.54457266704,156,350,0.22414976899744943,2.806979808025062
ffee9489-d995-400c-9932-b19994888a12,229ecbfa-defc-437b-ad58-7dd79a33b599,521074.985668295,521075.337709843,521078.117674644,111,350,0.35204154800157994,2.7799648009822704
38b355c9-99c5-4fe9-acb4-e62ee38369b9,195852b4-00cc-4738-8cb6-a36b20f1f51b,521075.099712381,521075.49298540904,521078.27135948505,375,350,0.39327302802121267,2.7783740760060027
83eefdf9-85ca-4f23-8d88-78034dcb677f,94cf7f46-021f-4933-a00a-b368a90bfda3,521073.053731291,521073.148427169,521078.383913128,199,350,0.09469587804051116,5.23548595898319
375cbbbc-6c50-4347-b62f-9d10f5c5f941,fa2f0887-502e-431b-9bd0-a0bce0c1b45b,521075.358250676,521075.725569866,521078.520359924,85,350,0.36731919000158086,2.794790057989303
1e8e74d6-34ea-4410-9136-0721291bbf41,842e5655-4f43-44f0-8e5c-e13bcfeb967c,521075.680504212,521075.789145438,521078.58369585697,46,350,0.10864122601924464,2.794550418970175
cd2482ed-759e-4424-8481-4ec69645dfbc,58382737-db48-483a-ab51-05d7263be348,521074.315190715,521074.440662421,521078.881317131,141,350,0.12547170597827062,4.440654709993396
e6d7826a-b363-40ea-801a-e8ca6baf7d7e,3d51ca5f-65c3-49dc-b1fd-0a76c8903c3b,521073.571489088,521073.752462891,521078.991449138,254,350,0.1809738029842265,5.238986246986315
71040798-0291-43ae-9544-64f71e5b4398,e28f4cee-055d-4a74-ad7c-49f1e8a480b8,521075.907787321,521076.296311268,521079.05593337404,373,350,0.3885239469818771,2.7596221060375683
8b87b0e9-d45f-42a5-bd2a-f339841d5e58,b85b46e4-9b72-40eb-915b-fea45807602c,521076.313065672,521076.771810978,521079.537353906,175,350,0.4587453060084954,2.7655429280130193
99f1441a-629f-4faa-ac6d-0a924bba1962,e2e17528-a866-4a02-8f74-6d9bbfc87f93,521075.161603283,521075.54682691704,521080.046279433,274,350,0.38522363401716575,4.499452515970916
8722aa25-e38d-49a0-a6f1-3785804e16b1,f86e59f4-00e5-4041-9a58-531e22e15e7a,521077.039604352,521077.40126928495,521080.17863055697,78,350,0.36166493297787383,2.777361272019334
