request_id,conversation_id,send_time,ttft_time,total_time,tokens_in,tokens_out,ttft,tpot
3bb7490b-8de8-4239-b942-7c772ade7ef6,e2bb5c6d-8f13-4395-8e28-67275d11e72f,870785.262382688,870785.758846196,870787.244849771,3528,137,0.49646350799594074,1.4860035750316456
025fbac9-cfe9-4431-817f-7e242fef2485,1a067fb7-ccd3-4e3a-8edd-1bc9cd091948,870784.344340814,870785.096574284,870787.34000773,3562,175,0.7522334699751809,2.243433445924893
6948f692-cc5d-46af-b428-49ff527c1bef,a1329327-31f8-4e0e-8c96-d4c38c61242d,870784.344270001,870785.099100735,870787.457860752,1706,63,0.7548307339893654,2.3587600169703364
df45e142-a445-4f3b-b340-21af81d6c849,a5fcfe4e-eb51-4ac0-b8bc-d87496e3d9cb,870781.88692004,870782.5064056221,870785.1277128081,1428,200,0.6194855821086094,2.621307185967453
88b0a800-e8dd-4bed-b60b-a6e8e97472a0,01d20233-ba05-4142-a870-402681c0fb91,870784.344351681,870785.575564444,870787.5084785,5176,176,1.2312127629993483,1.9329140560002998
64824ac1-9dca-4d93-8ca5-207c6140663f,6ccb629d-90a9-4625-b6a2-eeeb27f2e288,870784.344348162,870785.170429403,870787.598911109,1214,200,0.8260812410153449,2.428481706068851
a9017bfa-6048-4080-b63d-45bc805df8b5,586ddd63-a522-48ce-ae0d-777af55d3cac,870784.344332383,870785.292636417,870787.602675114,6349,200,0.9483040339546278,2.310038696974516
5d8bb58b-2e98-4344-8467-200c1393efc2,2578c165-88d2-4fcf-8239-ee23a11cde02,870784.344337366,870785.4237620201,870787.622604012,6458,200,1.0794246540172026,2.198841991950758
035213c4-debe-4f64-8827-7cb9286306f2,e89d00a2-aef6-4faf-a8f6-58052acdc0b2,870784.344344754,870785.4325068131,870787.651573432,3458,200,1.088162059080787,2.2190666189417243
fb699cd0-f4be-40b9-b2fd-a2a38460783b,9751aa65-dcbb-464d-885d-1feaba1a4819,870785.262395992,870785.953001796,870787.901340217,3777,200,0.6906058040913194,1.9483384209452197
284a3191-8941-47a3-9d1f-48b9539f0a62,f59505d6-2c8a-4269-b06b-4a09a34c57e0,870784.344382708,870786.068351102,870787.925375993,5870,200,1.7239683939842507,1.857024891069159
3706df0b-7550-48b2-929e-ac9995f6541a,24f24f5a-9b09-4804-81d9-c57c2c65a4fb,870786.293687199,870786.8107119771,870788.505796451,1465,200,0.5170247780624777,1.6950844739330932
b0a61a88-2956-4e37-9a84-042490b722fc,5fcd7bbd-da7e-4afa-95ef-18c316df5c14,870784.344386161,870786.826039898,870790.6971716599,6292,90,2.481653737020679,3.871131761930883
7fb72ede-88bf-4b1b-8743-bdaf40987e55,812563ed-7b1d-4308-9d83-be86b39f1461,870790.311121094,870791.115674765,870791.403409341,5128,12,0.8045536709250882,0.28773457603529096
c4907a2e-0898-4172-be1a-20a60ee69f3b,dcff9a1f-a60c-4377-8789-154950a7f139,870785.26235141,870787.2930823601,870791.637845739,6195,148,2.030730950064026,4.344763378961943
903acbf2-52eb-40ee-91ec-65abf3fb69af,5363cb6c-edd6-43d7-9a0e-58df46053aa0,870781.886925286,870783.879060051,870790.8319001991,6179,200,1.9921347650233656,6.9528401480056345
cb4bfb43-6d96-49f8-98aa-eed26a4ca265,929b8a4f-ae3d-429e-830a-f69897f7f505,870790.3110586,870790.88851992,870793.5700810199,5974,200,0.5774613199755549,2.68156109994743
e762fbdc-d235-4293-896c-ff98e3e5f33d,2e90c9d3-0cc0-431a-a190-712898af6e66,870791.401423514,870792.111310744,870793.692549922,5236,103,0.7098872299538925,1.581239178078249
411fc8c0-5220-4ecb-aef1-79b597615600,b87d1b47-75a0-4129-8580-a96e0868928f,870781.886876611,870785.3042321621,870793.760856303,5528,200,3.4173555510351434,8.456624140962958
6715e2ee-5c52-4e78-90b6-c8271a078bb6,394d1f48-5ed2-4b48-bbcd-f72d5f1a36aa,870791.401931071,870792.951472439,870793.7291888539,3656,69,1.5495413680328056,0.7777164148865268
7ac76faf-b5ab-4f92-9fa0-51e4f2376a47,828db195-ca5a-4484-848e-1fc6ac242624,870791.401921128,870793.086727464,870793.770309288,5781,57,1.6848063359502703,0.6835818240651861
09b227a6-a065-4fa9-829f-ba443b84f7c3,69adc9c9-2273-43eb-a23c-a4efe562816a,870785.26237336,870787.401761724,870793.830905865,660,200,2.139388364041224,6.429144140915014
0c09e57c-830e-46f3-89e3-e607ea85c4b1,6e066633-fcb0-417d-94ee-a9864bbdaa41,870790.311105335,870791.383932026,870793.817717845,6876,193,1.0728266909718513,2.4337858189828694
99612b4c-ffdb-48f4-ab6b-688b196ff2ae,eac78716-775d-4fad-95de-28cdcbfe901d,870790.311111477,870793.3025034,870793.866321361,4319,19,2.9913919230457395,0.5638179610250518
b1515b83-7142-4d89-9272-3ed679bd3308,7566167e-bf47-4f1f-b7d0-e3cef448181a,870784.34425229,870785.515276229,870794.019449366,2344,200,1.1710239390376955,8.504173137014732
2168941e-5563-401e-b609-e0aa84d0ea59,d0f54797-351a-4ec4-a3a2-dec8278c55cf,870784.3443791,870785.522799185,870794.1589281501,841,200,1.1784200849942863,8.636128965066746
cbc732e0-dd3b-4302-a119-8b2564ffb385,4a4b9580-1d15-458e-9b7f-fe574dea6d90,870785.262378564,870787.720379807,870794.31759056,1948,200,2.458001243066974,6.597210752894171
3fee4601-9060-417d-a287-316d03454c08,7dffa10a-2db3-48f9-af53-bddccb30f2a3,870791.401926358,870792.001948081,870794.492912951,4117,200,0.6000217229593545,2.4909648700850084
57777a3b-3c97-43e8-9c00-6d12cebf7cd8,db7e9f5d-8a61-4add-b03f-97cfb3b8ea31,870781.886914095,870783.454629739,870792.227800107,2053,200,1.5677156440215185,8.773170367931016
1f745565-ca10-46b6-b281-4c660736db36,6fabae89-8106-4a2d-87ea-938cd36cda15,870791.401908008,870792.3165695859,870794.897153851,1001,200,0.9146615779027343,2.58058426505886
f8373248-9d73-4d76-8e5d-d6b2a112e658,e88b1149-8f9c-4867-9db5-96d87443c927,870791.401430162,870792.351921937,870794.929530124,3090,200,0.9504917749436572,2.5776081869844347
d7f1545a-967f-4735-935f-170f82be0ccd,fcaabc84-519f-4e09-90c8-1e1b11491039,870791.401915702,870792.7781611991,870795.125279971,6220,200,1.376245497027412,2.347118771984242
32d12005-1116-4cdf-b45d-e8ea28483378,b3617f9e-9162-4e7e-b033-d5442ce6ecc4,870791.401434661,870792.8809893191,870795.314319698,6284,200,1.4795546580571681,2.433330378960818
b0904918-3147-4672-9a60-7613f231b4e1,9c107b6c-4101-42aa-9de6-3ff87c671de9,870785.262387534,870789.269903455,870795.601544635,6458,200,4.007515921024606,6.331641179975122
886c9c0f-fa56-420f-9696-38f64f161ed9,c7558f93-f86c-4355-a7b9-c08b9ddff562,870788.27847937,870792.880820665,870796.067833402,5876,60,4.602341294987127,3.1870127369184047
125a0acf-31d6-4b2f-b6c0-e91f932ec49a,4b5c1f81-a784-456b-9708-1578b5087dca,870791.401935764,870793.2722828281,870796.099354994,3800,200,1.8703470641048625,2.8270721659064293
4c5e427d-672b-470f-9001-be2269d193be,2c6c787f-ce0d-46f8-8c82-65f2ac219c19,870788.278450399,870791.5044842081,870796.4547086462,6270,91,3.2260338090127334,4.950224438100122
b4e29707-5c59-4185-b201-9605335bdc99,3d244e10-3c51-4e44-bce4-3022987dcfec,870786.293713279,870791.202581464,870796.7731906109,6531,200,4.90886818501167,5.570609146961942
af7e797e-7280-409f-a77b-de0e426bd980,a9ee696e-7782-458b-b0e3-a5f993f4a8eb,870794.398453942,870796.3761678591,870797.071528468,6138,19,1.9777139170328155,0.695360608980991
c9c22b34-63ea-4322-8ba8-aca6ab9661e7,d350830f-1917-4e57-b61a-d5974c15409d,870789.280034222,870792.387987192,870797.170072351,6167,200,3.1079529699636623,4.782085158978589
c89e4245-c4a4-4cb6-84d8-6acfe40c85a1,d99bd3a4-aa98-4081-914d-d5fe46dea9f9,870790.311092907,870793.650815182,870797.706273508,1980,200,3.339722275035456,4.055458326009102
4fa3762d-6fb4-4a1d-bb8e-e277c4b42b1e,2204b36f-ca0b-4da9-b583-476d2b2d954f,870790.31109913,870794.3139759209,870797.9890841179,1873,200,4.002876790938899,3.6751081970287487
c379e351-68cb-40ed-9ffe-83dd1bb042e6,90d228aa-55a6-47fd-8f46-cd871d180b10,870785.262391908,870787.814340677,870798.440572846,6355,200,2.551948769018054,10.626232168986462
05a8f9ae-ef30-450a-9f48-1df224a0a7a3,ba46ec63-d117-43af-a082-fdb05a1381df,870786.293708839,870787.962567289,870798.6294457399,1904,200,1.668858450022526,10.666878450894728
2562d149-f363-4902-9cd0-4695b15e4469,0b5b7174-9f85-4885-997f-47ed4c9fc8ad,870787.29515303,870788.160830374,870798.8133604119,1762,200,0.8656773440307006,10.652530037914403
df9cb49d-b722-4aec-9c92-2dedf298aaa5,0e78f555-d2c5-4fe2-81d1-9a7530f75bf4,870791.401401138,870795.8993723671,870799.0763585641,2475,200,4.497971229022369,3.1769861970096827
e48478c1-e9a7-4aec-a7dd-e56f1806bfa7,9be2a601-19ad-4a64-8a31-74d14d459e36,870787.295173973,870788.761696975,870799.58097297,6218,200,1.4665230020182207,10.81927599501796
4ce9ea01-3947-4151-bc6e-3c9cf9f66974,01524993-21d4-4d2d-a5d5-91a5663d91e2,870787.29518369,870789.342221049,870800.1374542341,5999,200,2.047037358977832,10.795233185053803
80c0bfc0-6d56-4497-bace-424e8fe64a48,0a0896da-1e20-4a06-9b7c-c33d45fcd843,870796.280569286,870799.554273234,870800.493711244,6192,19,3.273703948012553,0.93943800998386
586e0626-3b29-4583-90db-1f3680e9adcd,92822c32-6058-49fd-aa9c-0152bb38bb78,870795.345261806,870797.7608511081,870800.6758887181,5839,55,2.415589302079752,2.9150376099860296
06c6abd7-bf1c-4289-85c9-484d7211aea5,086d9db4-5996-4535-986e-525ff4b4a80d,870794.398427616,870795.783324561,870800.880056176,3072,112,1.3848969449754804,5.096731615019962
5f48c98a-d662-46bb-b56b-3fab8f538ca2,13c8030e-be08-44bc-b1d5-1304416e7a6e,870787.295187966,870789.904165384,870801.051091975,5887,200,2.6089774180436507,11.146926590939984
46b80e82-8cdc-4202-8627-ddbea1a8ce3e,e5137238-7fd2-495a-878a-41bbed79caeb,870787.295192424,870790.51486137,870801.2033203909,3343,192,3.2196689459960908,10.688459020922892
0945089a-4ce5-41bd-b45e-5f1c765905d8,b397fd3b-5c1a-4e01-ae2f-44399f92080b,870787.295178702,870790.165815601,870801.205970039,2677,200,2.870636899024248,11.040154438000172
f8e9c7f4-768c-479e-b105-b7bdc66078d5,dbb95e14-48d9-4363-a646-86ec308fb763,870793.328450283,870794.51620165,870801.681499008,3658,200,1.187751366989687,7.165297357947566
20a55ae6-5d23-4601-aae9-dbd9d1a515b5,f48f3c83-7b8a-45e5-a0fa-74a6e92599d8,870789.280027562,870797.125761726,870802.350766641,6237,82,7.8457341640023515,5.225004914915189
ed4f6dd8-f146-4025-9327-efe935bb5cc5,c091b3a7-97e5-4a95-8225-26b3b3a6566f,870788.278426588,870790.812343333,870802.3343579251,2529,200,2.5339167449856177,11.52201459207572
b841fe73-5ad1-4f1c-b645-5b43ff6efa03,9e3c8867-59dc-4f49-8675-cc60714855dc,870797.346892499,870799.452197126,870802.320733913,3690,65,2.1053046269807965,2.8685367869911715
cc1cdad9-bbf9-4415-8091-70c72f15b5a2,0d6cfb7c-9564-4e6b-96ab-aec695811479,870793.328455099,870794.7088069251,870802.539714792,5891,200,1.380351826082915,7.830907866940834
b5a0be3a-6237-4ba1-8de6-9be77b79f557,9751aa65-dcbb-464d-885d-1feaba1a4819,870794.398393398,870794.9760058,870802.558279187,3777,190,0.5776124019175768,7.582273387000896
97be2774-ba87-4da3-9843-468b374acab8,967aed41-fbe7-4e66-a54e-1b932c3f1357,870793.328459931,870794.9297239829,870802.539482425,6131,200,1.6012640519766137,7.609758442034945
15282391-0925-4fc7-9308-05c53c477d37,ad6e0805-854b-4ad4-b718-81d6c8218f27,870798.332221842,870801.4258080551,870802.913649723,5279,58,3.0935862130718306,1.4878416679566726
b8bb7cdf-57cf-46cf-8912-5eb2dd800ce5,a91786b9-b70a-4ba9-93a3-3c49e7f6ffc5,870794.398414012,870795.643923242,870803.131600166,6439,200,1.2455092299496755,7.487676923978142
92e7c987-24c9-4c67-adb8-1f7940593f6d,3ed7f939-1a64-4314-86e0-5d9c4a84a947,870794.398406566,870795.809468922,870803.133336427,5662,200,1.4110623559681699,7.323867505067028
72300896-4d93-49b4-8d4a-b6cbd9b46195,9fd9f898-9cfd-457b-adfe-707b66258b3d,870794.398464422,870796.087999273,870803.081193534,6989,200,1.6895348510006443,6.993194260983728
0776b2e4-bceb-4753-ade9-808577488872,147b36a6-ee7b-41e9-9e55-9d0a8335e8b4,870794.398436074,870795.448135658,870803.106531047,4434,200,1.0496995840221643,7.6583953889785334
7344361a-401a-42d0-9d06-bd50ef5890f9,6ea89213-a24b-4e04-9166-3ae74526c64a,870794.398470593,870795.7890777591,870803.0810137781,1194,200,1.3906071661040187,7.291936018969864
cc8660dc-8c66-4291-bf83-6766044a51ea,875b2892-f361-4e79-89c5-34479b8c6b4f,870794.398372743,870795.1946473401,870803.1486038511,6357,200,0.7962745970580727,7.953956510988064
d914157b-7c7e-49cf-9b90-8ac229ad3043,8e020282-5ecc-434f-b573-91c202e1468e,870788.278465845,870792.130924061,870803.3276456711,5537,200,3.852458216017112,11.19672161003109
63d1c2dd-0d2e-4b1f-a063-8d9e51918856,10678ac7-e4b4-4f19-ab04-5d834f4a91ae,870794.398448219,870796.2309691721,870803.5318270441,2163,200,1.8325209530303255,7.300857872003689
47a2db58-bde3-4ddd-97c4-8bd731c3c71d,3843b2c1-db08-4327-bab6-6c5f8f1d4ce6,870794.398459469,870796.057698997,870803.527272597,2856,200,1.6592395280022174,7.469573599984869
