request_id,conversation_id,send_time,ttft_time,total_time,tokens_in,tokens_out,ttft,tpot
0a603940-2082-4537-b229-1ccdef5eff9f,8ac7bd04-ba26-43e3-9903-f444cb951972,524385.773441432,524385.9019996771,524388.790644767,77,350,0.12855824502184987,2.8886450899299234
5890c686-c477-49da-937b-c157fcf529dc,5d8d29b2-2af2-42ff-9ccb-5d574df91616,524383.45425577,524385.901606681,524388.7907239071,245,350,2.447350911097601,2.8891172260046005
4f9c4e10-6e24-467f-8e30-769f52cab40f,9f3ac1a6-bef0-4082-a769-9a20d5e7d954,524386.080776365,524386.255126553,524389.146784236,63,350,0.1743501879973337,2.8916576829506084
9ff4f0cd-bf77-4afa-a07e-68bdb73c0d8f,61cb1b57-bc38-4552-8aa3-695358b71110,524386.141221301,524386.3484275101,524389.2567825341,113,350,0.20720620907377452,2.9083550239447504
baf1bf9d-9474-484e-a9fd-161fb0b3d65a,1cdfc6e5-ff1b-4c91-b478-212c6997a1eb,524386.898879329,524387.122228066,524390.088446752,97,350,0.22334873699583113,2.9662186860805377
3562c8be-d6db-4c66-8e19-f292b2602874,de8037df-b9f2-4c7b-b4c8-7f40a97f0421,524386.024231317,524386.293708056,524390.479760313,418,321,0.2694767389912158,4.1860522570787
be144f57-b3f5-4e64-8ae2-4c511a74269f,ff14161c-bf1f-4079-9e40-e00b4e005953,524387.396354262,524387.698921471,524390.643577876,184,350,0.3025672090006992,2.9446564050158486
9296cf19-6dd8-439d-9d6a-15e51903a09b,eb0103cb-1aa6-4d71-878e-3df567a8e5ae,524387.680467476,524387.9856975761,524391.011475155,58,350,0.30523010005708784,3.0257775789359584
3c9b5809-14f3-4343-916a-42f796c84524,c1acebea-c9f8-46f4-bf0c-a6726757e4ea,524386.46512099,524386.778341864,524391.302253529,228,350,0.3132208740571514,4.523911664960906
b9cca390-9042-4d09-a289-6db247e43ee5,c05d4790-7fba-406e-8890-ae47235536c2,524386.543477024,524386.780461701,524391.367877214,241,350,0.23698467703070492,4.587415513000451
5112aa3f-74be-4b02-b12b-dc0559be09fa,1747981e-bb02-4fff-aef4-dfc53fdf1b34,524387.935923698,524388.459710906,524391.439212818,156,350,0.5237872080178931,2.979501912021078
6788d743-4404-445b-9530-f5892c32fabd,f7144d3c-46f5-4cf1-8698-319ceefe83ae,524385.987243587,524386.159543434,524391.523031036,300,350,0.1722998470067978,5.363487601978704
d780152a-88b8-4f03-a1ee-0e3871069970,99413a91-6758-4a23-8144-4f0533b4ab5f,524388.127319977,524388.625669562,524391.6063946281,146,350,0.4983495849883184,2.9807250660378486
b2ab7678-7d6d-47bb-a763-a5a5385d18ca,9420c319-a977-4ac6-aecd-71e885c2c230,524389.336622661,524389.472494744,524392.495853155,497,350,0.13587208301760256,3.0233584110392258
a77f4ac2-ed86-46c9-b778-4a14347d6a19,67fc9af4-aabf-4371-8bee-a94072d973c2,524386.799300263,524387.078643649,524392.534842247,662,350,0.27934338594786823,5.456198598025367
e1be5f83-7a09-49ac-874a-c1b5a0741639,7207dd7e-eeed-4da5-ab15-3827b8b9876d,524389.46818138,524389.586443623,524392.5914196369,85,350,0.11826224299147725,3.0049760139081627
4f3957de-7778-41f6-afac-2bfe23352d55,37b958fa-b7a8-4c08-9601-a6d0cac59058,524389.668082872,524389.7850759131,524392.815731858,113,350,0.1169930410105735,3.0306559449527413
2c0b6e1e-7c0e-4173-a32e-dd1036c5f8be,78da0d4d-69e3-48eb-8882-9d0e43ea421c,524390.220765309,524390.366342477,524393.477495132,358,350,0.14557716809213161,3.111152654979378
